activity,fpr,tpr,auc
ensemble,0.013237727523441808,0.9584552369806905,0.9973418684444347
ensemble,0.013237727523441808,0.9602106495026331,0.9973418684444347
ensemble,0.013789299503585218,0.9602106495026331,0.9973418684444347
ensemble,0.013789299503585218,0.9613809245172615,0.9973418684444347
ensemble,0.014892443463872035,0.9613809245172615,0.9973418684444347
ensemble,0.014892443463872035,0.96255119953189,0.9973418684444347
ensemble,0.015444015444015444,0.96255119953189,0.9973418684444347
ensemble,0.015444015444015444,0.9631363370392042,0.9973418684444347
ensemble,0.015995587424158852,0.9631363370392042,0.9973418684444347
ensemble,0.015995587424158852,0.9637214745465185,0.9973418684444347
ensemble,0.01654715940430226,0.9637214745465185,0.9973418684444347
ensemble,0.01654715940430226,0.9684025746050322,0.9973418684444347
ensemble,0.01709873138444567,0.9684025746050322,0.9973418684444347
ensemble,0.01709873138444567,0.9695728496196606,0.9973418684444347
ensemble,0.01820187534473249,0.9695728496196606,0.9973418684444347
ensemble,0.01820187534473249,0.9713282621416033,0.9973418684444347
ensemble,0.018753447324875896,0.9713282621416033,0.9973418684444347
ensemble,0.018753447324875896,0.9719133996489175,0.9973418684444347
ensemble,0.019856591285162713,0.9719133996489175,0.9973418684444347
ensemble,0.019856591285162713,0.9724985371562317,0.9973418684444347
ensemble,0.02040816326530612,0.9724985371562317,0.9973418684444347
ensemble,0.02040816326530612,0.9754242246928028,0.9973418684444347
ensemble,0.022614451185879757,0.9754242246928028,0.9973418684444347
ensemble,0.022614451185879757,0.9806904622586308,0.9973418684444347
ensemble,0.023166023166023165,0.9806904622586308,0.9973418684444347
ensemble,0.023166023166023165,0.981275599765945,0.9973418684444347
ensemble,0.02592388306674021,0.981275599765945,0.9973418684444347
ensemble,0.02592388306674021,0.9824458747805734,0.9973418684444347
ensemble,0.02978488692774407,0.9824458747805734,0.9973418684444347
ensemble,0.02978488692774407,0.9830310122878877,0.9973418684444347
ensemble,0.03143960286817429,0.9830310122878877,0.9973418684444347
ensemble,0.03143960286817429,0.9836161497952018,0.9973418684444347
ensemble,0.03419746276889134,0.9836161497952018,0.9973418684444347
ensemble,0.03419746276889134,0.9853715623171445,0.9973418684444347
ensemble,0.03750689464975179,0.9853715623171445,0.9973418684444347
ensemble,0.03750689464975179,0.9859566998244588,0.9973418684444347
ensemble,0.03861003861003861,0.9859566998244588,0.9973418684444347
ensemble,0.03861003861003861,0.9865418373317729,0.9973418684444347
ensemble,0.04136789851075565,0.9865418373317729,0.9973418684444347
ensemble,0.04136789851075565,0.9871269748390872,0.9973418684444347
ensemble,0.0441257584114727,0.9871269748390872,0.9973418684444347
ensemble,0.0441257584114727,0.9877121123464014,0.9973418684444347
ensemble,0.04467733039161611,0.9877121123464014,0.9973418684444347
ensemble,0.04467733039161611,0.9882972498537156,0.9973418684444347
ensemble,0.049641478212906785,0.9882972498537156,0.9973418684444347
ensemble,0.049641478212906785,0.9888823873610298,0.9973418684444347
ensemble,0.05405405405405406,0.9888823873610298,0.9973418684444347
ensemble,0.05405405405405406,0.9894675248683441,0.9973418684444347
ensemble,0.05846662989520132,0.9894675248683441,0.9973418684444347
ensemble,0.05846662989520132,0.9900526623756583,0.9973418684444347
ensemble,0.059018201875344733,0.9900526623756583,0.9973418684444347
ensemble,0.059018201875344733,0.9906377998829725,0.9973418684444347
ensemble,0.06398234969663541,0.9906377998829725,0.9973418684444347
ensemble,0.06398234969663541,0.9912229373902867,0.9973418684444347
ensemble,0.06618863761720904,0.9912229373902867,0.9973418684444347
ensemble,0.06618863761720904,0.9923932124049152,0.9973418684444347
ensemble,0.07997793712079426,0.9923932124049152,0.9973418684444347
ensemble,0.07997793712079426,0.9929783499122293,0.9973418684444347
ensemble,0.08494208494208494,0.9929783499122293,0.9973418684444347
ensemble,0.08494208494208494,0.9935634874195436,0.9973418684444347
ensemble,0.08769994484280198,0.9935634874195436,0.9973418684444347
ensemble,0.08769994484280198,0.9941486249268578,0.9973418684444347
ensemble,0.09817981246552675,0.9941486249268578,0.9973418684444347
ensemble,0.09817981246552675,0.994733762434172,0.9973418684444347
ensemble,0.10093767236624379,0.994733762434172,0.9973418684444347
ensemble,0.10093767236624379,0.9953188999414863,0.9973418684444347
ensemble,0.11086596800882516,0.9953188999414863,0.9973418684444347
ensemble,0.11086596800882516,0.9964891749561147,0.9973418684444347
ensemble,0.11748483177054606,0.9964891749561147,0.9973418684444347
ensemble,0.11748483177054606,0.9970743124634289,0.9973418684444347
ensemble,0.12575841147269717,0.9970743124634289,0.9973418684444347
