system,label,score_type,score,delta,is_better,is_significant,model,sub_model,baseline_model,baseline_score,gender,label_type,score_pvalue,wilcox_pvalue,n_seeds,n_subjects,n_positive,wilcox_pvalue_fdr
proteomics,SEPTIN8,pearson_r,-0.0075083939392343,0.0261523137266316,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.033660707665866,female,regression,0.7162962482081789,0.00335693359375,15,659,,0.0209362845509774
proteomics,AFAP1L1,pearson_r,0.0721006805470056,0.0259477047026798,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.0461529758443258,male,regression,0.2447300750917204,0.009033203125,15,659,,0.0441307496488764
proteomics,HNRNPA0,pearson_r,0.0161329091773084,0.0257632189275412,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0096303097502327,male,regression,0.5802632242076766,0.010772705078125,15,659,,0.0522181958524944
proteomics,GZMH,pearson_r,0.0275449826492854,0.025723744542647,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.0018212381066384,female,regression,0.6202181287906753,0.06768798828125,15,659,,0.3226312336168791
proteomics,GIT1,pearson_r,0.00707799089645,0.0255049707499436,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0184269798534936,female,regression,0.6179842171299046,0.1038818359375,15,659,,0.4763442413716376
proteomics,THPO,pearson_r,-0.0192308558302117,0.0254470608096782,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0446779166398899,male,regression,0.6182381944989843,0.060272216796875,15,659,,0.2524697482011681
proteomics,CD300LB,pearson_r,-0.0202911375106467,0.0253983458987632,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0456894834094099,male,regression,0.639984941627203,0.027679443359375,15,659,,0.1234361227964743
proteomics,LAT2,pearson_r,-0.0438021631201424,0.0253271480020948,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0691293111222372,male,regression,0.4158090569733362,0.017669677734375,15,659,,0.0819933391558831
proteomics,C8orf34,pearson_r,0.0689940218981801,0.0252622404150742,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.0437317814831058,female,regression,0.2900077731908684,0.075714111328125,15,659,,0.3562004782936789
proteomics,ARG1,pearson_r,-0.0148694766951171,0.0251448003752215,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0400142770703386,male,regression,0.6264067801329679,0.012786865234375,15,659,,0.061230495637734
proteomics,RANBP2,pearson_r,0.0183788111352349,0.0251239255759297,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0067451144406947,female,regression,0.6106822771172937,0.0318603515625,15,659,,0.1635146968620867
proteomics,GPA33,pearson_r,0.014272082956614,0.0248957169555,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0106236339988859,male,regression,0.6241204979880528,0.0206298828125,15,659,,0.0948189539838794
proteomics,SMAD1,pearson_r,-0.0249353685458401,0.0246938701600428,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0496292387058829,female,regression,0.6466603708842971,0.001312255859375,15,659,,0.0090402158806705
proteomics,SAMD9L,pearson_r,-0.0552896542356056,0.0243855928039639,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0796752470395695,male,regression,0.3710601327729822,0.009033203125,15,659,,0.0441307496488764
proteomics,NFU1,pearson_r,-0.0318345131344461,0.0243325604565002,True,0.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0561670735909463,male,regression,0.5141828913549379,0.053497314453125,15,659,,0.2269329982850609
proteomics,SEZ6L2,pearson_r,0.0559908971525437,0.0237289353067056,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,0.032261961845838,female,regression,0.3556071265490593,0.00213623046875,15,659,,0.0140063255620757
proteomics,MMP13,pearson_r,-0.0040362056042453,0.0234920436366984,True,1.0,long_seq,activity_stationary_walk,Age_Gender_BMI_height_VAT,-0.0275282492409437,male,regression,0.7875742972252805,0.002685546875,15,659,,0.0147807060917721
