target,activity,gender,metric,source,seed,value
bmi,activity_tm_3kmh,male,pearson_r,features,14,0.2935091280274284
bmi,activity_tm_3kmh,female,pearson_r,features,0,0.3357679848460035
bmi,activity_tm_3kmh,female,pearson_r,features,1,0.3220549900499295
bmi,activity_tm_3kmh,female,pearson_r,features,2,0.3470444287544949
bmi,activity_tm_3kmh,female,pearson_r,features,3,0.3499369096188386
bmi,activity_tm_3kmh,female,pearson_r,features,4,0.3313642493850302
bmi,activity_tm_3kmh,female,pearson_r,features,5,0.3356780698202407
bmi,activity_tm_3kmh,female,pearson_r,features,6,0.3358649739110585
bmi,activity_tm_3kmh,female,pearson_r,features,7,0.3021845157373372
bmi,activity_tm_3kmh,female,pearson_r,features,8,0.3509524510744568
bmi,activity_tm_3kmh,female,pearson_r,features,9,0.3394273647145492
bmi,activity_tm_3kmh,female,pearson_r,features,10,0.315644447665212
bmi,activity_tm_3kmh,female,pearson_r,features,11,0.3312757823667684
bmi,activity_tm_3kmh,female,pearson_r,features,12,0.3260387378559903
bmi,activity_tm_3kmh,female,pearson_r,features,13,0.3206480294145947
bmi,activity_tm_3kmh,female,pearson_r,features,14,0.3116975734626844
bmi,activity_self_selected_gait_speed,all,pearson_r,features,0,0.3298254224274007
bmi,activity_self_selected_gait_speed,all,pearson_r,features,1,0.3259529713099809
bmi,activity_self_selected_gait_speed,all,pearson_r,features,2,0.330237731535599
bmi,activity_self_selected_gait_speed,all,pearson_r,features,3,0.3355166209965972
bmi,activity_self_selected_gait_speed,all,pearson_r,features,4,0.3339844343981089
bmi,activity_self_selected_gait_speed,all,pearson_r,features,5,0.3222689121828201
bmi,activity_self_selected_gait_speed,all,pearson_r,features,6,0.3359274424185797
bmi,activity_self_selected_gait_speed,all,pearson_r,features,7,0.3265939462697411
bmi,activity_self_selected_gait_speed,all,pearson_r,features,8,0.3184216211963883
bmi,activity_self_selected_gait_speed,all,pearson_r,features,9,0.3324866516134106
bmi,activity_self_selected_gait_speed,all,pearson_r,features,10,0.3374102517884216
bmi,activity_self_selected_gait_speed,all,pearson_r,features,11,0.33150147950464
bmi,activity_self_selected_gait_speed,all,pearson_r,features,12,0.3309924792473219
bmi,activity_self_selected_gait_speed,all,pearson_r,features,13,0.3385358642885592
bmi,activity_self_selected_gait_speed,all,pearson_r,features,14,0.3193609124056823
bmi,activity_self_selected_gait_speed,male,pearson_r,features,0,0.3077026359606292
bmi,activity_self_selected_gait_speed,male,pearson_r,features,1,0.303691739064925
bmi,activity_self_selected_gait_speed,male,pearson_r,features,2,0.3045169543911805
bmi,activity_self_selected_gait_speed,male,pearson_r,features,3,0.3134166577383022
bmi,activity_self_selected_gait_speed,male,pearson_r,features,4,0.3117386535668963
bmi,activity_self_selected_gait_speed,male,pearson_r,features,5,0.29185128502524
bmi,activity_self_selected_gait_speed,male,pearson_r,features,6,0.317187657933444
bmi,activity_self_selected_gait_speed,male,pearson_r,features,7,0.3105607194875576
bmi,activity_self_selected_gait_speed,male,pearson_r,features,8,0.3034053340338687
bmi,activity_self_selected_gait_speed,male,pearson_r,features,9,0.3083371406230051
bmi,activity_self_selected_gait_speed,male,pearson_r,features,10,0.3197829858146541
bmi,activity_self_selected_gait_speed,male,pearson_r,features,11,0.3038411960819616
bmi,activity_self_selected_gait_speed,male,pearson_r,features,12,0.3093459906195105
bmi,activity_self_selected_gait_speed,male,pearson_r,features,13,0.3190015333592932
bmi,activity_self_selected_gait_speed,male,pearson_r,features,14,0.2969539180004246
bmi,activity_self_selected_gait_speed,female,pearson_r,features,0,0.3164995405805046
bmi,activity_self_selected_gait_speed,female,pearson_r,features,1,0.312739127678577
bmi,activity_self_selected_gait_speed,female,pearson_r,features,2,0.319699510043115
bmi,activity_self_selected_gait_speed,female,pearson_r,features,3,0.3233978804318833
bmi,activity_self_selected_gait_speed,female,pearson_r,features,4,0.3216056206695098
bmi,activity_self_selected_gait_speed,female,pearson_r,features,5,0.3147537155573808
bmi,activity_self_selected_gait_speed,female,pearson_r,features,6,0.3206146584356019
bmi,activity_self_selected_gait_speed,female,pearson_r,features,7,0.3086561093992055
bmi,activity_self_selected_gait_speed,female,pearson_r,features,8,0.2991028925742921
bmi,activity_self_selected_gait_speed,female,pearson_r,features,9,0.3214213816561745
bmi,activity_self_selected_gait_speed,female,pearson_r,features,10,0.3213981169444658
bmi,activity_self_selected_gait_speed,female,pearson_r,features,11,0.3231564038019044
bmi,activity_self_selected_gait_speed,female,pearson_r,features,12,0.3180555846091014
bmi,activity_self_selected_gait_speed,female,pearson_r,features,13,0.3240528679679317
bmi,activity_self_selected_gait_speed,female,pearson_r,features,14,0.3059474799307541
bmi,activity_stationary_walk,all,pearson_r,features,0,0.3131865495243598
bmi,activity_stationary_walk,all,pearson_r,features,1,0.2966998258777697
bmi,activity_stationary_walk,all,pearson_r,features,2,0.3113802921616558
bmi,activity_stationary_walk,all,pearson_r,features,3,0.3179537605134873
bmi,activity_stationary_walk,all,pearson_r,features,4,0.3142074826950191
bmi,activity_stationary_walk,all,pearson_r,features,5,0.3093567288846554
bmi,activity_stationary_walk,all,pearson_r,features,6,0.2694062185452882
bmi,activity_stationary_walk,all,pearson_r,features,7,0.3073005728407258
bmi,activity_stationary_walk,all,pearson_r,features,8,0.3169427462647429
bmi,activity_stationary_walk,all,pearson_r,features,9,0.3157966534818175
bmi,activity_stationary_walk,all,pearson_r,features,10,0.3088959068252617
bmi,activity_stationary_walk,all,pearson_r,features,11,0.308746033724239
bmi,activity_stationary_walk,all,pearson_r,features,12,0.309088031577978
bmi,activity_stationary_walk,all,pearson_r,features,13,0.2780038984510988
bmi,activity_stationary_walk,all,pearson_r,features,14,0.2880235405482368
bmi,activity_stationary_walk,male,pearson_r,features,0,0.2548756487830295
bmi,activity_stationary_walk,male,pearson_r,features,1,0.2549036367965239
bmi,activity_stationary_walk,male,pearson_r,features,2,0.2625912124122574
bmi,activity_stationary_walk,male,pearson_r,features,3,0.2637768844697649
bmi,activity_stationary_walk,male,pearson_r,features,4,0.2586228021943613
bmi,activity_stationary_walk,male,pearson_r,features,5,0.2550786194422854
bmi,activity_stationary_walk,male,pearson_r,features,6,0.2636249163315824
bmi,activity_stationary_walk,male,pearson_r,features,7,0.2547460617714803
bmi,activity_stationary_walk,male,pearson_r,features,8,0.2591592675093019
bmi,activity_stationary_walk,male,pearson_r,features,9,0.2629867782594069
bmi,activity_stationary_walk,male,pearson_r,features,10,0.2576926830069599
bmi,activity_stationary_walk,male,pearson_r,features,11,0.2566474534271075
bmi,activity_stationary_walk,male,pearson_r,features,12,0.2620877109116274
bmi,activity_stationary_walk,male,pearson_r,features,13,0.2560095717871067
bmi,activity_stationary_walk,male,pearson_r,features,14,0.2535667612969303
bmi,activity_stationary_walk,female,pearson_r,features,0,0.3168811587425079
bmi,activity_stationary_walk,female,pearson_r,features,1,0.287882102920756
bmi,activity_stationary_walk,female,pearson_r,features,2,0.3090439163136658
bmi,activity_stationary_walk,female,pearson_r,features,3,0.319617295184901
bmi,activity_stationary_walk,female,pearson_r,features,4,0.3163319118096388
bmi,activity_stationary_walk,female,pearson_r,features,5,0.3098372534760347
bmi,activity_stationary_walk,female,pearson_r,features,6,0.2438550990589169
bmi,activity_stationary_walk,female,pearson_r,features,7,0.3058872902802569
bmi,activity_stationary_walk,female,pearson_r,features,8,0.3206853796137577
bmi,activity_stationary_walk,female,pearson_r,features,9,0.3161990339891188
bmi,activity_stationary_walk,female,pearson_r,features,10,0.307078253067275
bmi,activity_stationary_walk,female,pearson_r,features,11,0.3081143461666785
bmi,activity_stationary_walk,female,pearson_r,features,12,0.3047882485414389
bmi,activity_stationary_walk,female,pearson_r,features,13,0.259042707033676
bmi,activity_stationary_walk,female,pearson_r,features,14,0.274653247297442
bmi,activity_sit_to_stand,all,pearson_r,features,0,0.2503663091346189
bmi,activity_sit_to_stand,all,pearson_r,features,1,0.2382251239575295
bmi,activity_sit_to_stand,all,pearson_r,features,2,0.2651790385390518
bmi,activity_sit_to_stand,all,pearson_r,features,3,0.2552401252816229
bmi,activity_sit_to_stand,all,pearson_r,features,4,0.235073946789437
bmi,activity_sit_to_stand,all,pearson_r,features,5,0.2492676963100797
bmi,activity_sit_to_stand,all,pearson_r,features,6,0.2413749745844738
bmi,activity_sit_to_stand,all,pearson_r,features,7,0.2342655793537282
bmi,activity_sit_to_stand,all,pearson_r,features,8,0.2466944953940532
bmi,activity_sit_to_stand,all,pearson_r,features,9,0.2280053417512143
bmi,activity_sit_to_stand,all,pearson_r,features,10,0.243796786669226
bmi,activity_sit_to_stand,all,pearson_r,features,11,0.2530931907623725
bmi,activity_sit_to_stand,all,pearson_r,features,12,0.2325600967688009
bmi,activity_sit_to_stand,all,pearson_r,features,13,0.2395209777724708
bmi,activity_sit_to_stand,all,pearson_r,features,14,0.2181868527513502
bmi,activity_sit_to_stand,male,pearson_r,features,0,0.1395928187415722
bmi,activity_sit_to_stand,male,pearson_r,features,1,0.1557807658569285
bmi,activity_sit_to_stand,male,pearson_r,features,2,0.1889086343578891
bmi,activity_sit_to_stand,male,pearson_r,features,3,0.1729686252643327
bmi,activity_sit_to_stand,male,pearson_r,features,4,0.1518813142711845
bmi,activity_sit_to_stand,male,pearson_r,features,5,0.1765426556559687
bmi,activity_sit_to_stand,male,pearson_r,features,6,0.1389099127308077
bmi,activity_sit_to_stand,male,pearson_r,features,7,0.1384027119979599
bmi,activity_sit_to_stand,male,pearson_r,features,8,0.1500982658306837
bmi,activity_sit_to_stand,male,pearson_r,features,9,0.1260771010199094
bmi,activity_sit_to_stand,male,pearson_r,features,10,0.1552017300126023
bmi,activity_sit_to_stand,male,pearson_r,features,11,0.151496826812699
bmi,activity_sit_to_stand,male,pearson_r,features,12,0.1498931223237836
bmi,activity_sit_to_stand,male,pearson_r,features,13,0.155877879499578
bmi,activity_sit_to_stand,male,pearson_r,features,14,0.134664853322525
bmi,activity_sit_to_stand,female,pearson_r,features,0,0.2960978128788651
bmi,activity_sit_to_stand,female,pearson_r,features,1,0.2690292175781161
bmi,activity_sit_to_stand,female,pearson_r,features,2,0.2896961162169767
bmi,activity_sit_to_stand,female,pearson_r,features,3,0.2839438425346452
bmi,activity_sit_to_stand,female,pearson_r,features,4,0.2655659370454954
bmi,activity_sit_to_stand,female,pearson_r,features,5,0.2699499022749062
bmi,activity_sit_to_stand,female,pearson_r,features,6,0.2839210713673826
bmi,activity_sit_to_stand,female,pearson_r,features,7,0.2716714907846161
bmi,activity_sit_to_stand,female,pearson_r,features,8,0.28778134219303
bmi,activity_sit_to_stand,female,pearson_r,features,9,0.2690112224256842
bmi,activity_sit_to_stand,female,pearson_r,features,10,0.276179166651449
bmi,activity_sit_to_stand,female,pearson_r,features,11,0.2935053858992343
bmi,activity_sit_to_stand,female,pearson_r,features,12,0.2614843351479609
bmi,activity_sit_to_stand,female,pearson_r,features,13,0.2689431873899033
bmi,activity_sit_to_stand,female,pearson_r,features,14,0.2500273783365625
bmi,activity_romberg_closed,all,pearson_r,features,0,0.2342458133578945
bmi,activity_romberg_closed,all,pearson_r,features,1,0.2446997153090251
bmi,activity_romberg_closed,all,pearson_r,features,2,0.2377696327062548
bmi,activity_romberg_closed,all,pearson_r,features,3,0.2453589180646996
bmi,activity_romberg_closed,all,pearson_r,features,4,0.2442933036032247
bmi,activity_romberg_closed,all,pearson_r,features,5,0.2481395694672001
bmi,activity_romberg_closed,all,pearson_r,features,6,0.2405875146883341
bmi,activity_romberg_closed,all,pearson_r,features,7,0.2541588312091511
bmi,activity_romberg_closed,all,pearson_r,features,8,0.2326846931899777
bmi,activity_romberg_closed,all,pearson_r,features,9,0.2342545561883145
bmi,activity_romberg_closed,all,pearson_r,features,10,0.2424079635528398
bmi,activity_romberg_closed,all,pearson_r,features,11,0.2518139203605253
bmi,activity_romberg_closed,all,pearson_r,features,12,0.245123018714226
bmi,activity_romberg_closed,all,pearson_r,features,13,0.2599455458553282
bmi,activity_romberg_closed,all,pearson_r,features,14,0.2467034545984537
bmi,activity_romberg_closed,male,pearson_r,features,0,0.2310776222606528
bmi,activity_romberg_closed,male,pearson_r,features,1,0.2499886148327515
bmi,activity_romberg_closed,male,pearson_r,features,2,0.2154724175463147
bmi,activity_romberg_closed,male,pearson_r,features,3,0.2508741861093
bmi,activity_romberg_closed,male,pearson_r,features,4,0.2388590213554843
bmi,activity_romberg_closed,male,pearson_r,features,5,0.2417043351373185
bmi,activity_romberg_closed,male,pearson_r,features,6,0.2414678138475332
bmi,activity_romberg_closed,male,pearson_r,features,7,0.2526315125428111
bmi,activity_romberg_closed,male,pearson_r,features,8,0.2064114395875001
bmi,activity_romberg_closed,male,pearson_r,features,9,0.2470916130968041
bmi,activity_romberg_closed,male,pearson_r,features,10,0.2556873187419697
bmi,activity_romberg_closed,male,pearson_r,features,11,0.2447884882658553
bmi,activity_romberg_closed,male,pearson_r,features,12,0.2418978930199096
bmi,activity_romberg_closed,male,pearson_r,features,13,0.2491149373315414
bmi,activity_romberg_closed,male,pearson_r,features,14,0.2430783722956853
bmi,activity_romberg_closed,female,pearson_r,features,0,0.1918545591296011
bmi,activity_romberg_closed,female,pearson_r,features,1,0.19750199790179
bmi,activity_romberg_closed,female,pearson_r,features,2,0.2302425892705714
bmi,activity_romberg_closed,female,pearson_r,features,3,0.1990333279812569
bmi,activity_romberg_closed,female,pearson_r,features,4,0.2038849380403667
bmi,activity_romberg_closed,female,pearson_r,features,5,0.2088536002904154
bmi,activity_romberg_closed,female,pearson_r,features,6,0.1958836345914284
bmi,activity_romberg_closed,female,pearson_r,features,7,0.2121599842938263
bmi,activity_romberg_closed,female,pearson_r,features,8,0.2258848924023611
bmi,activity_romberg_closed,female,pearson_r,features,9,0.1837220291968075
bmi,activity_romberg_closed,female,pearson_r,features,10,0.1910614577949307
bmi,activity_romberg_closed,female,pearson_r,features,11,0.2134695030180191
bmi,activity_romberg_closed,female,pearson_r,features,12,0.203359103247696
bmi,activity_romberg_closed,female,pearson_r,features,13,0.2249400430380276
bmi,activity_romberg_closed,female,pearson_r,features,14,0.2054419636937559
bmi,ensemble,all,pearson_r,features,0,0.4532219072340172
bmi,ensemble,all,pearson_r,features,1,0.4419621962583575
bmi,ensemble,all,pearson_r,features,2,0.4726524670877478
bmi,ensemble,all,pearson_r,features,3,0.4625044394560581
bmi,ensemble,all,pearson_r,features,4,0.449552233496513
bmi,ensemble,all,pearson_r,features,5,0.4510879297303468
bmi,ensemble,all,pearson_r,features,6,0.446646815000426
bmi,ensemble,all,pearson_r,features,7,0.4279572388968471
bmi,ensemble,all,pearson_r,features,8,0.4644195850011787
bmi,ensemble,all,pearson_r,features,9,0.4462331868544907
bmi,ensemble,all,pearson_r,features,10,0.4514579651523404
bmi,ensemble,all,pearson_r,features,11,0.4514393639147621
bmi,ensemble,all,pearson_r,features,12,0.4464223580185631
bmi,ensemble,all,pearson_r,features,13,0.4379106076211044
bmi,ensemble,all,pearson_r,features,14,0.4366271390538214
bmi,ensemble,male,pearson_r,features,0,0.4079058093518842
bmi,ensemble,male,pearson_r,features,1,0.4106671667158408
bmi,ensemble,male,pearson_r,features,2,0.4361289527831379
bmi,ensemble,male,pearson_r,features,3,0.4240027200203918
bmi,ensemble,male,pearson_r,features,4,0.4090636656080867
bmi,ensemble,male,pearson_r,features,5,0.4108491547883258
bmi,ensemble,male,pearson_r,features,6,0.4133045257492546
bmi,ensemble,male,pearson_r,features,7,0.3890072530923809
bmi,ensemble,male,pearson_r,features,8,0.4174997360527719
bmi,ensemble,male,pearson_r,features,9,0.4027459666348065
bmi,ensemble,male,pearson_r,features,10,0.4169819111187378
bmi,ensemble,male,pearson_r,features,11,0.4010139738117556
bmi,ensemble,male,pearson_r,features,12,0.4102508937618352
bmi,ensemble,male,pearson_r,features,13,0.4067767291450939
bmi,ensemble,male,pearson_r,features,14,0.4049816482225888
bmi,ensemble,female,pearson_r,features,0,0.4700420184382759
bmi,ensemble,female,pearson_r,features,1,0.4474594536071989
bmi,ensemble,female,pearson_r,features,2,0.4815669676351662
bmi,ensemble,female,pearson_r,features,3,0.4755140688632592
bmi,ensemble,female,pearson_r,features,4,0.4628777934129132
bmi,ensemble,female,pearson_r,features,5,0.4650093245352668
bmi,ensemble,female,pearson_r,features,6,0.4533709982479847
bmi,ensemble,female,pearson_r,features,7,0.440785522363452
bmi,ensemble,female,pearson_r,features,8,0.477635575744077
bmi,ensemble,female,pearson_r,features,9,0.4600759889350944
bmi,ensemble,female,pearson_r,features,10,0.46167982539838
bmi,ensemble,female,pearson_r,features,11,0.4710960121952539
bmi,ensemble,female,pearson_r,features,12,0.4556182548104218
bmi,ensemble,female,pearson_r,features,13,0.4455879246536504
bmi,ensemble,female,pearson_r,features,14,0.4415664822338295
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,0,0.4055443461045895
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,1,0.4178529927989854
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,2,0.4152371548432975
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,3,0.4307083358832662
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,4,0.399739083999156
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,5,0.4103553224277769
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,6,0.404944473821467
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,7,0.4107018185979477
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,8,0.4199245268380387
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,9,0.4180772539233968
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,10,0.4204311705308501
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,11,0.4173676109216416
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,12,0.4159675532058329
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,13,0.422472858772513
total_scan_vat_area,activity_tm_3kmh,all,pearson_r,features,14,0.4130261000854127
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,0,0.3219745886603621
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,1,0.3357503217010804
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,2,0.3308358236206682
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,3,0.3590351172901423
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,4,0.3049049522758718
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,5,0.3091771159374276
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,6,0.3168143572266897
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,7,0.327397535089075
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,8,0.3444392089255157
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,9,0.3423967249325548
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,10,0.340952820472416
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,11,0.3361606976407646
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,12,0.3345538462112595
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,13,0.3556772642017891
total_scan_vat_area,activity_tm_3kmh,male,pearson_r,features,14,0.3323051557709074
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,0,0.2717163746143892
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,1,0.2949708570452546
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,2,0.295345581267917
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,3,0.2901860013624299
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,4,0.2876883610185867
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,5,0.3034927471703773
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,6,0.2865663463016463
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,7,0.2872603121670876
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,8,0.2847024654643963
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,9,0.2787971919205601
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,10,0.2932182959216115
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,11,0.2888084637026437
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,12,0.2870674560444541
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,13,0.2741188609474702
total_scan_vat_area,activity_tm_3kmh,female,pearson_r,features,14,0.280748687057842
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,0,0.4212007933104524
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,1,0.4309346499341872
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,2,0.4290035196502744
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,3,0.4275446704131772
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,4,0.4197735886975831
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,5,0.4384039304615301
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,6,0.4350392197441344
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,7,0.4313115324005463
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,8,0.4298389544519815
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,9,0.4310298089957095
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,10,0.42421735413589
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,11,0.4280855525263967
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,12,0.4262459503201385
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,13,0.4301854735926073
total_scan_vat_area,activity_self_selected_gait_speed,all,pearson_r,features,14,0.4159498516530402
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,0,0.3430897669722355
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,1,0.3530985159490808
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,2,0.3564667041939263
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,3,0.3565589641698397
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,4,0.3402584116965772
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,5,0.3711429334117094
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,6,0.3593463181581767
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,7,0.3566842183865999
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,8,0.3581421267106375
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,9,0.3535657058739663
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,10,0.3518074022280882
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,11,0.3542664826825119
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,12,0.3419158795173773
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,13,0.3586004311188963
total_scan_vat_area,activity_self_selected_gait_speed,male,pearson_r,features,14,0.3347041494241563
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,0,0.2802164908635023
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,1,0.2967777552586083
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,2,0.2926111680983674
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,3,0.2852075429983045
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,4,0.2817123962366198
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,5,0.2977289520582308
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,6,0.3034641847252032
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,7,0.2949236887297418
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,8,0.2896902636718479
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,9,0.2990129710044806
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,10,0.2829564263619268
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,11,0.2869897058202307
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,12,0.2987751590046872
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,13,0.2883241464858255
total_scan_vat_area,activity_self_selected_gait_speed,female,pearson_r,features,14,0.2791308864355846
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,0,0.4357636278122802
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,1,0.4338329732831527
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,2,0.4353271944326183
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,3,0.4354494769038863
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,4,0.4303497591091366
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,5,0.4300551706134555
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,6,0.430890685186478
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,7,0.4361060611553002
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,8,0.4297563944055855
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,9,0.4344468744608221
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,10,0.4356305434790353
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,11,0.4246984587900533
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,12,0.4389902272964979
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,13,0.4344395948445807
total_scan_vat_area,activity_stationary_walk,all,pearson_r,features,14,0.4252552371343935
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,0,0.3663900358689279
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,1,0.3619311754819712
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,2,0.3586387773295879
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,3,0.3574880561548457
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,4,0.3525000868356331
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,5,0.3500717779318776
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,6,0.3586599444070573
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,7,0.3624114959562355
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,8,0.3559480855709461
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,9,0.3611413390380301
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,10,0.3603372388251741
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,11,0.3557131872773554
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,12,0.3662079150585825
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,13,0.3575500991650252
total_scan_vat_area,activity_stationary_walk,male,pearson_r,features,14,0.3657982476995516
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,0,0.3110719762440065
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,1,0.3124855796322667
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,2,0.3171327789246846
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,3,0.3169841078268398
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,4,0.309650711691901
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,5,0.3108795425366784
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,6,0.3085921964077668
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,7,0.3164564207686194
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,8,0.3062691772015459
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,9,0.3135246855389713
