target,setting,source,model,gender,metric,seed,value
liver_attenuation,full,demo,lgbm,overall,pearson_r,5,0.27937082728755125
liver_attenuation,full,demo,lgbm,overall,pearson_r,6,0.2735186658066812
liver_attenuation,full,demo,lgbm,overall,pearson_r,7,0.2872731247492008
liver_attenuation,full,demo,lgbm,overall,pearson_r,8,0.2882007267778926
liver_attenuation,full,demo,lgbm,overall,pearson_r,9,0.2854071120084007
liver_attenuation,full,demo,lgbm,overall,pearson_r,10,0.2773108701787003
liver_attenuation,full,demo,lgbm,overall,pearson_r,11,0.28232289772296565
liver_attenuation,full,demo,lgbm,overall,pearson_r,12,0.2870266486270007
liver_attenuation,full,demo,lgbm,overall,pearson_r,13,0.2834657282214064
liver_attenuation,full,demo,lgbm,overall,pearson_r,14,0.28177113854122227
liver_attenuation,full,demo,ridge,male,pearson_r,0,0.33718266374623945
liver_attenuation,full,demo,ridge,male,pearson_r,1,0.34073965021691255
liver_attenuation,full,demo,ridge,male,pearson_r,2,0.34121232898023174
liver_attenuation,full,demo,ridge,male,pearson_r,3,0.341615107692074
liver_attenuation,full,demo,ridge,male,pearson_r,4,0.34245205022792996
liver_attenuation,full,demo,ridge,male,pearson_r,5,0.3410756717724268
liver_attenuation,full,demo,ridge,male,pearson_r,6,0.33909942157901224
liver_attenuation,full,demo,ridge,male,pearson_r,7,0.34046567602232813
liver_attenuation,full,demo,ridge,male,pearson_r,8,0.3417122067867764
liver_attenuation,full,demo,ridge,male,pearson_r,9,0.34236569705497827
liver_attenuation,full,demo,ridge,male,pearson_r,10,0.33931843498734127
liver_attenuation,full,demo,ridge,male,pearson_r,11,0.3436081192303608
liver_attenuation,full,demo,ridge,male,pearson_r,12,0.3399987171409575
liver_attenuation,full,demo,ridge,male,pearson_r,13,0.3406030159322297
liver_attenuation,full,demo,ridge,male,pearson_r,14,0.342649363982406
liver_attenuation,full,demo,ridge,female,pearson_r,0,0.26028508143015294
liver_attenuation,full,demo,ridge,female,pearson_r,1,0.2655052534819082
liver_attenuation,full,demo,ridge,female,pearson_r,2,0.2624441492986316
liver_attenuation,full,demo,ridge,female,pearson_r,3,0.26651271413197436
liver_attenuation,full,demo,ridge,female,pearson_r,4,0.26344106997360955
liver_attenuation,full,demo,ridge,female,pearson_r,5,0.2677469987667142
liver_attenuation,full,demo,ridge,female,pearson_r,6,0.26297066240425004
liver_attenuation,full,demo,ridge,female,pearson_r,7,0.2647962992423559
liver_attenuation,full,demo,ridge,female,pearson_r,8,0.2662762186066664
liver_attenuation,full,demo,ridge,female,pearson_r,9,0.26528443462909884
liver_attenuation,full,demo,ridge,female,pearson_r,10,0.26475992948802285
liver_attenuation,full,demo,ridge,female,pearson_r,11,0.2666680099571248
liver_attenuation,full,demo,ridge,female,pearson_r,12,0.26427102439702177
liver_attenuation,full,demo,ridge,female,pearson_r,13,0.26755304981634626
liver_attenuation,full,demo,ridge,female,pearson_r,14,0.2662769810966712
liver_attenuation,full,demo,ridge,overall,pearson_r,0,0.2887403696401999
liver_attenuation,full,demo,ridge,overall,pearson_r,1,0.2929808609966252
liver_attenuation,full,demo,ridge,overall,pearson_r,2,0.29118147207670275
liver_attenuation,full,demo,ridge,overall,pearson_r,3,0.29396523538965585
liver_attenuation,full,demo,ridge,overall,pearson_r,4,0.2923764024805561
liver_attenuation,full,demo,ridge,overall,pearson_r,5,0.29434646672404285
liver_attenuation,full,demo,ridge,overall,pearson_r,6,0.2907512214648616
liver_attenuation,full,demo,ridge,overall,pearson_r,7,0.2924262531435224
liver_attenuation,full,demo,ridge,overall,pearson_r,8,0.2938071433477809
liver_attenuation,full,demo,ridge,overall,pearson_r,9,0.2933710868001477
liver_attenuation,full,demo,ridge,overall,pearson_r,10,0.29177858288877795
liver_attenuation,full,demo,ridge,overall,pearson_r,11,0.2947879281467559
liver_attenuation,full,demo,ridge,overall,pearson_r,12,0.29191797262192176
liver_attenuation,full,demo,ridge,overall,pearson_r,13,0.2940263259294193
liver_attenuation,full,demo,ridge,overall,pearson_r,14,0.2941611358148078
liver_attenuation,full,clinical,lgbm,male,pearson_r,0,0.33428941704926274
liver_attenuation,full,clinical,lgbm,male,pearson_r,1,0.33574426591293166
liver_attenuation,full,clinical,lgbm,male,pearson_r,2,0.3405297911725157
liver_attenuation,full,clinical,lgbm,male,pearson_r,3,0.34326259743876675
liver_attenuation,full,clinical,lgbm,male,pearson_r,4,0.3454696544009467
liver_attenuation,full,clinical,lgbm,male,pearson_r,5,0.33209226121443214
liver_attenuation,full,clinical,lgbm,male,pearson_r,6,0.3302498838482146
liver_attenuation,full,clinical,lgbm,male,pearson_r,7,0.3454832641679901
liver_attenuation,full,clinical,lgbm,male,pearson_r,8,0.35118109091366284
liver_attenuation,full,clinical,lgbm,male,pearson_r,9,0.3355463069177099
liver_attenuation,full,clinical,lgbm,male,pearson_r,10,0.3300553798622645
liver_attenuation,full,clinical,lgbm,male,pearson_r,11,0.33645615657368577
liver_attenuation,full,clinical,lgbm,male,pearson_r,12,0.34249150348037144
liver_attenuation,full,clinical,lgbm,male,pearson_r,13,0.3303853479543064
liver_attenuation,full,clinical,lgbm,male,pearson_r,14,0.34142326594708644
liver_attenuation,full,clinical,lgbm,female,pearson_r,0,0.24531632096426043
liver_attenuation,full,clinical,lgbm,female,pearson_r,1,0.2569813331994446
liver_attenuation,full,clinical,lgbm,female,pearson_r,2,0.2570142471408386
liver_attenuation,full,clinical,lgbm,female,pearson_r,3,0.26303892866259354
liver_attenuation,full,clinical,lgbm,female,pearson_r,4,0.2585827208811664
liver_attenuation,full,clinical,lgbm,female,pearson_r,5,0.25274503679067445
liver_attenuation,full,clinical,lgbm,female,pearson_r,6,0.2406697694068447
liver_attenuation,full,clinical,lgbm,female,pearson_r,7,0.2603453123364431
liver_attenuation,full,clinical,lgbm,female,pearson_r,8,0.2649343944745136
liver_attenuation,full,clinical,lgbm,female,pearson_r,9,0.2699686319902745
liver_attenuation,full,clinical,lgbm,female,pearson_r,10,0.25130216775196623
liver_attenuation,full,clinical,lgbm,female,pearson_r,11,0.2695947278796281
liver_attenuation,full,clinical,lgbm,female,pearson_r,12,0.25164251152391703
liver_attenuation,full,clinical,lgbm,female,pearson_r,13,0.2574096818085609
liver_attenuation,full,clinical,lgbm,female,pearson_r,14,0.26312615767722386
liver_attenuation,full,clinical,lgbm,overall,pearson_r,0,0.2882920137084274
liver_attenuation,full,clinical,lgbm,overall,pearson_r,1,0.2952204196459073
liver_attenuation,full,clinical,lgbm,overall,pearson_r,2,0.29698002781141647
liver_attenuation,full,clinical,lgbm,overall,pearson_r,3,0.30170029831182965
liver_attenuation,full,clinical,lgbm,overall,pearson_r,4,0.3004969507184825
liver_attenuation,full,clinical,lgbm,overall,pearson_r,5,0.290927264938895
liver_attenuation,full,clinical,lgbm,overall,pearson_r,6,0.2832614961616351
liver_attenuation,full,clinical,lgbm,overall,pearson_r,7,0.30154898213900533
liver_attenuation,full,clinical,lgbm,overall,pearson_r,8,0.3063526439738905
liver_attenuation,full,clinical,lgbm,overall,pearson_r,9,0.30143450707422875
liver_attenuation,full,clinical,lgbm,overall,pearson_r,10,0.28942886674069246
liver_attenuation,full,clinical,lgbm,overall,pearson_r,11,0.3017974469622236
liver_attenuation,full,clinical,lgbm,overall,pearson_r,12,0.29504517242761763
liver_attenuation,full,clinical,lgbm,overall,pearson_r,13,0.29269495867915607
liver_attenuation,full,clinical,lgbm,overall,pearson_r,14,0.30090198992777384
liver_attenuation,full,clinical,ridge,male,pearson_r,0,0.3461799159547009
liver_attenuation,full,clinical,ridge,male,pearson_r,1,0.3502522726958884
liver_attenuation,full,clinical,ridge,male,pearson_r,2,0.34527384052745075
liver_attenuation,full,clinical,ridge,male,pearson_r,3,0.34220798043571804
liver_attenuation,full,clinical,ridge,male,pearson_r,4,0.3503343875284377
liver_attenuation,full,clinical,ridge,male,pearson_r,5,0.3461242012749398
liver_attenuation,full,clinical,ridge,male,pearson_r,6,0.34301589220663453
liver_attenuation,full,clinical,ridge,male,pearson_r,7,0.34382180374449445
liver_attenuation,full,clinical,ridge,male,pearson_r,8,0.34634011740179144
liver_attenuation,full,clinical,ridge,male,pearson_r,9,0.34652433443674396
liver_attenuation,full,clinical,ridge,male,pearson_r,10,0.3465342528453012
liver_attenuation,full,clinical,ridge,male,pearson_r,11,0.3457933078512377
liver_attenuation,full,clinical,ridge,male,pearson_r,12,0.34683971878452347
liver_attenuation,full,clinical,ridge,male,pearson_r,13,0.34706706958382777
liver_attenuation,full,clinical,ridge,male,pearson_r,14,0.34445005602795525
liver_attenuation,full,clinical,ridge,female,pearson_r,0,0.2599970992998699
liver_attenuation,full,clinical,ridge,female,pearson_r,1,0.26652566866304994
liver_attenuation,full,clinical,ridge,female,pearson_r,2,0.2630477152165611
liver_attenuation,full,clinical,ridge,female,pearson_r,3,0.26627215493338985
liver_attenuation,full,clinical,ridge,female,pearson_r,4,0.26425726354075596
liver_attenuation,full,clinical,ridge,female,pearson_r,5,0.26749670391428293
liver_attenuation,full,clinical,ridge,female,pearson_r,6,0.263787265983383
liver_attenuation,full,clinical,ridge,female,pearson_r,7,0.26484525325835695
liver_attenuation,full,clinical,ridge,female,pearson_r,8,0.2649846175900192
liver_attenuation,full,clinical,ridge,female,pearson_r,9,0.2658610710761562
liver_attenuation,full,clinical,ridge,female,pearson_r,10,0.26549583958775924
liver_attenuation,full,clinical,ridge,female,pearson_r,11,0.26958323622616087
liver_attenuation,full,clinical,ridge,female,pearson_r,12,0.2643889110779759
liver_attenuation,full,clinical,ridge,female,pearson_r,13,0.26989132515617054
liver_attenuation,full,clinical,ridge,female,pearson_r,14,0.2674587551629321
liver_attenuation,full,clinical,ridge,overall,pearson_r,0,0.294465811632275
liver_attenuation,full,clinical,ridge,overall,pearson_r,1,0.2996987241174585
liver_attenuation,full,clinical,ridge,overall,pearson_r,2,0.2955383845521948
liver_attenuation,full,clinical,ridge,overall,pearson_r,3,0.2963755095105924
liver_attenuation,full,clinical,ridge,overall,pearson_r,4,0.29835004898702505
liver_attenuation,full,clinical,ridge,overall,pearson_r,5,0.2984226545159152
liver_attenuation,full,clinical,ridge,overall,pearson_r,6,0.2948916307854648
liver_attenuation,full,clinical,ridge,overall,pearson_r,7,0.2960371208296786
liver_attenuation,full,clinical,ridge,overall,pearson_r,8,0.2970589331402869
liver_attenuation,full,clinical,ridge,overall,pearson_r,9,0.2976024396994813
liver_attenuation,full,clinical,ridge,overall,pearson_r,10,0.2974678398687451
liver_attenuation,full,clinical,ridge,overall,pearson_r,11,0.29942232191033674
liver_attenuation,full,clinical,ridge,overall,pearson_r,12,0.2971992455741056
liver_attenuation,full,clinical,ridge,overall,pearson_r,13,0.3001413693551429
liver_attenuation,full,clinical,ridge,overall,pearson_r,14,0.29773415966713807
